MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,4,85,10200,2,1,4,4,1,5,1,13,3,3,1,3,5,7,1954,2003,2,2,14,15,2,104,4,5,2,4,4,4,1,320,2,362,404,1086,2,3,2,5,1086,0,0,1086,1,0,1,0,3,1,4,6,7,0,3,2,1989,3,2,490,5,5,3,0,0,0,0,0,0,1,2,3,0,5,2010,9,5,11.8837991283088
50,5,60,5790,2,1,4,4,1,1,1,18,3,3,1,6,3,6,1915,1950,3,2,13,14,3,0,3,3,2,2,4,4,6,0,6,0,840,840,2,3,1,5,840,765,0,1605,0,0,2,0,3,2,4,8,7,0,3,6,1915,3,1,379,5,5,3,0,0,202,0,0,0,1,3,3,0,5,2010,9,5,11.5843154610569
180,5,21,1596,2,1,4,4,1,5,1,11,3,3,4,8,4,5,1973,1973,2,2,6,6,3,0,4,5,2,3,4,2,3,462,6,0,0,462,2,5,2,5,526,462,0,988,1,0,1,0,2,1,4,5,7,0,3,4,1973,3,1,297,5,5,3,120,101,0,0,0,0,1,2,3,0,11,2009,9,5,11.418614785499
20,4,69.3057953144266,8475,2,1,1,4,1,5,1,13,3,3,1,3,4,7,1956,1956,2,2,13,14,3,0,4,5,2,4,4,4,1,228,6,0,724,952,2,1,2,1,952,0,0,952,0,0,1,0,2,1,4,4,7,0,3,6,1956,3,1,283,5,5,3,0,0,0,0,0,0,1,3,3,0,4,2008,9,5,11.8185702377962
50,5,50,8635,2,1,4,4,1,5,1,4,3,3,1,1,5,5,1948,2001,2,2,14,15,3,0,4,5,2,4,4,4,2,336,3,41,295,672,2,5,2,5,1072,213,0,1285,1,0,1,0,2,1,4,6,3,0,3,6,1948,3,1,240,5,5,3,0,0,0,0,0,0,1,3,3,0,1,2008,9,5,11.7519423654407
90,4,72,10778,2,1,4,4,1,5,1,19,3,3,3,3,4,5,1968,1968,4,2,7,7,3,0,4,5,2,4,4,4,6,0,6,0,1768,1768,2,5,1,5,1768,0,0,1768,0,0,2,0,4,2,4,8,7,0,3,2,1978.1134057971,3,0,0,5,5,3,0,0,0,0,0,0,1,3,3,0,4,2010,9,5,11.8240798936072
50,5,60,10440,2,1,4,4,1,1,1,18,3,3,1,6,5,6,1910,1981,2,2,14,15,3,0,4,5,3,4,4,4,6,0,6,0,440,440,2,3,2,5,682,548,0,1230,0,0,1,1,2,1,4,5,7,0,3,6,1966,3,2,440,5,5,3,74,0,128,0,0,0,1,3,3,0,5,2009,9,5,11.6082356447746
60,4,100,13000,2,1,4,4,1,1,1,13,3,3,1,6,6,6,1968,1968,2,2,13,14,2,576,4,3,2,3,4,4,5,448,6,0,448,896,2,5,2,5,1182,960,0,2142,0,0,2,1,4,1,3,8,7,1,3,2,1968,1,1,509,5,5,3,0,72,0,0,252,0,1,3,3,0,6,2009,9,5,12.173032791452
120,5,32,4500,2,1,4,4,1,3,1,12,3,3,5,3,6,5,1998,1998,4,2,13,14,2,443,4,3,3,1,2,4,3,1201,6,0,36,1237,2,1,2,5,1337,0,0,1337,1,0,2,0,2,1,4,5,7,0,3,2,1998,1,2,405,5,5,3,0,199,0,0,0,0,1,3,3,0,3,2006,9,5,11.9414558460094
20,4,78,10206,2,1,4,4,1,5,1,21,3,3,1,3,8,5,2007,2007,2,2,13,14,4,468,4,5,3,3,4,4,3,33,6,0,1530,1563,2,1,2,5,1563,0,0,1563,0,0,2,0,3,1,3,6,7,1,3,2,2007,2,3,758,5,5,3,144,99,0,0,0,0,1,3,3,0,10,2008,9,5,12.4090134895269
20,4,80,8892,2,1,1,4,1,5,1,13,3,3,1,3,5,5,1960,1960,2,2,9,9,1,66,4,5,2,4,4,4,6,0,6,0,1065,1065,2,3,2,5,1065,0,0,1065,0,0,1,1,3,1,4,6,7,0,3,6,1974,3,2,461,5,5,3,74,0,0,0,0,0,1,3,3,0,7,2007,1,5,11.7479975871497
80,4,69.3057953144266,8530,2,1,1,4,1,5,1,9,3,3,1,8,7,5,1995,1996,2,2,7,7,2,22,4,5,3,3,4,4,6,0,6,0,384,384,2,3,2,5,804,670,0,1474,0,0,2,1,3,1,4,7,7,1,5,4,1995,1,2,400,5,5,3,120,72,0,0,0,0,1,3,3,700,5,2009,9,5,12.0346910287746
60,4,121,16059,2,1,4,4,1,1,1,14,3,3,1,6,8,5,1991,1992,4,2,7,7,2,284,3,5,2,3,4,4,6,0,6,0,1288,1288,2,1,2,5,1301,1116,0,2417,0,0,2,1,4,1,3,9,7,1,5,2,1991,3,2,462,5,5,3,127,82,0,0,0,0,1,3,3,0,4,2006,9,5,12.4684369099977
60,4,122,11911,2,1,2,4,1,5,1,9,3,3,1,6,6,5,2005,2005,2,2,13,14,3,0,3,5,3,3,4,1,6,0,6,0,684,684,2,1,2,5,684,876,0,1560,0,0,2,1,3,1,3,6,7,1,3,4,2005,1,2,400,5,5,3,100,38,0,0,0,0,1,3,3,0,3,2009,9,5,12.0668105781967
160,2,40,3951,2,2,4,4,1,1,1,21,3,3,5,6,6,5,2009,2009,2,2,13,14,4,76,3,5,3,3,4,1,6,0,6,0,612,612,2,1,2,5,612,612,0,1224,0,0,2,1,2,1,3,4,7,0,3,6,2009,2,2,528,5,5,3,0,234,0,0,0,0,1,3,3,0,6,2009,7,6,12.0106658491876
50,1,105,8470,2,1,1,4,1,1,1,10,2,2,1,1,3,2,1915,1982,4,2,10,11,3,0,2,2,2,4,1,4,6,0,6,0,1013,1013,2,5,1,5,1013,0,513,1526,0,0,1,0,2,1,2,6,7,0,3,2,1978.1134057971,3,0,0,5,5,1,0,0,156,0,0,0,1,3,3,0,10,2009,3,1,11.3504065354725
20,4,60,8070,2,1,4,4,1,5,1,6,3,3,1,3,4,5,1994,1995,2,2,13,14,3,0,4,5,3,3,4,4,3,588,6,0,402,990,2,1,2,5,990,0,0,990,1,0,1,0,3,1,4,5,7,0,3,2,1978.1134057971,3,0,0,5,5,3,0,0,0,0,0,0,1,3,3,0,8,2007,9,5,11.7248058240057
20,4,60,7200,2,1,4,4,1,5,1,13,3,3,1,3,4,5,1950,1950,2,2,4,15,3,0,4,5,4,4,4,4,6,0,6,0,0,0,2,5,2,1,1040,0,0,1040,0,0,1,0,2,1,4,4,7,0,3,6,1950,3,2,420,5,5,3,0,29,0,0,0,0,1,3,3,0,7,2006,9,5,11.6073261403917
20,4,85,8500,2,1,4,4,1,5,1,13,3,3,1,3,5,3,1961,1961,4,2,7,7,1,203,4,5,2,4,4,4,5,600,6,0,635,1235,2,5,2,5,1235,0,0,1235,0,0,1,0,2,1,4,6,7,0,3,2,1961,3,2,480,5,5,3,0,0,0,0,0,0,1,2,3,0,12,2006,9,1,11.4988265405907
30,4,80,13360,2,1,1,2,1,5,1,7,3,3,1,3,5,7,1921,2006,2,2,14,15,3,0,4,3,1,3,4,4,1,713,6,0,163,876,2,1,2,5,964,0,0,964,1,0,1,0,2,1,4,5,7,0,3,6,1921,3,2,432,5,5,3,0,0,44,0,0,0,1,3,3,0,8,2009,9,5,12.0045682693194
190,1,60,7200,2,1,4,4,1,1,1,18,3,3,2,5,6,6,1910,1998,4,2,9,9,3,0,4,5,1,4,1,3,5,1046,6,0,168,1214,3,1,1,5,1260,1031,0,2291,0,1,2,0,4,2,4,9,7,1,3,6,1900,3,2,506,5,5,3,0,0,0,0,99,0,1,3,3,0,11,2007,9,5,11.8048485316793
60,4,69,9337,2,1,1,4,1,5,1,6,3,3,1,6,6,5,1997,1997,2,2,13,14,3,0,4,3,3,3,4,4,3,648,6,0,176,824,2,1,2,5,905,881,0,1786,1,0,2,1,3,1,3,7,7,0,3,2,1997,2,2,684,5,5,3,0,162,0,0,0,0,1,3,3,0,5,2007,9,5,12.2295450017153
60,4,69.3057953144266,9765,2,1,2,4,1,1,1,9,3,3,1,6,6,8,1993,1993,2,2,13,14,2,68,1,3,3,3,2,4,1,310,6,0,370,680,2,3,2,5,680,790,0,1470,0,0,2,1,3,1,4,6,7,1,5,4,1993,1,2,420,5,5,3,232,63,0,0,0,0,1,3,3,480,4,2009,9,5,12.1281111040605
20,4,78,10264,2,1,1,4,1,5,1,6,3,3,1,3,7,5,1999,1999,2,2,13,14,2,183,3,5,3,3,4,1,1,1162,6,0,426,1588,2,1,2,5,1588,0,0,1588,0,0,2,0,3,1,3,6,7,0,3,2,1999,2,2,472,5,5,3,158,29,0,0,0,0,1,3,3,0,8,2006,9,5,12.273731294004
20,4,73,10921,2,1,4,2,1,5,1,8,3,3,1,3,4,5,1965,1965,4,2,7,7,2,48,4,5,2,4,4,4,5,520,6,0,440,960,2,5,2,2,960,0,0,960,1,0,1,0,3,1,4,6,7,0,3,2,1965,1,1,432,5,5,2,120,0,0,0,0,0,1,3,3,0,5,2007,9,5,11.4589971229447
30,4,85,10625,2,1,4,4,1,1,1,8,3,3,1,3,5,5,1920,1950,2,2,14,15,3,0,4,5,1,4,4,4,1,108,6,0,350,458,2,2,1,5,835,0,0,835,0,0,1,0,2,1,4,5,7,0,3,3,1920,3,1,366,2,5,3,0,0,77,0,0,0,1,3,3,400,5,2010,1,1,11.3265958867787
20,4,77,9320,2,1,1,4,1,5,1,13,3,3,1,3,4,5,1959,1959,2,2,10,11,3,0,4,5,2,4,4,4,1,569,6,0,381,950,2,2,2,5,1225,0,0,1225,1,0,1,1,3,1,4,6,7,0,3,2,1978.1134057971,3,0,0,5,5,3,352,0,0,0,0,0,1,3,3,400,1,2010,9,5,11.7671800113095
20,4,69.3057953144266,10603,2,1,1,4,1,5,1,17,3,3,1,3,6,7,1977,2001,2,2,10,11,2,28,4,5,3,4,4,3,1,1200,6,0,410,1610,2,3,2,5,1610,0,0,1610,1,0,2,0,3,1,3,6,7,2,5,2,1977,2,2,480,5,5,3,168,68,0,0,0,0,1,3,3,0,2,2010,9,5,12.2307652581205
60,4,77,9206,2,1,4,4,1,5,1,20,3,3,1,6,6,5,1985,1985,2,2,7,7,2,336,3,5,2,3,4,4,6,0,6,0,741,741,2,5,2,5,977,755,0,1732,0,0,2,1,3,1,3,7,7,1,5,2,1985,1,2,476,5,5,3,192,46,0,0,0,0,1,3,3,0,6,2010,9,5,12.0895388292742
90,4,64,7018,2,1,4,1,1,5,1,20,3,3,3,3,5,5,1979,1979,2,2,7,7,3,0,4,2,4,4,4,4,6,0,6,0,0,0,2,5,2,5,1535,0,0,1535,0,0,2,0,4,2,4,8,7,0,3,2,1979,3,2,410,5,5,3,0,0,0,0,0,0,1,3,3,0,6,2009,9,3,11.6865762053166
20,4,94,10402,2,1,1,4,1,1,1,6,3,3,1,3,7,5,2009,2009,2,2,13,14,3,0,4,5,3,3,4,4,6,0,6,0,1226,1226,2,1,2,5,1226,0,0,1226,0,0,2,0,3,1,3,6,7,0,3,2,2009,2,3,740,5,5,3,0,36,0,0,0,0,1,3,3,0,5,2010,9,5,12.2005574648421
50,5,69.3057953144266,7758,2,1,4,4,1,1,1,10,3,3,1,1,7,4,1931,1950,2,2,12,13,2,600,4,2,3,4,4,4,4,224,6,0,816,1040,2,1,2,2,1226,592,0,1818,0,0,1,1,4,1,4,7,7,2,5,6,1951,3,1,240,5,5,3,0,0,0,0,184,0,1,3,3,0,6,2007,9,5,12.0406082058026
60,2,75,9375,2,1,4,4,1,5,1,21,3,3,1,6,8,5,2003,2004,4,2,13,14,2,768,3,5,3,1,4,4,6,0,6,0,1053,1053,2,1,2,5,1053,939,0,1992,0,0,2,1,3,1,3,9,7,1,3,2,2003,2,2,648,5,5,3,140,45,0,0,0,0,1,3,3,0,8,2008,9,5,12.4292161968444
30,5,60,10800,2,1,4,4,1,5,1,18,3,3,1,3,4,7,1885,1995,5,2,13,14,3,0,4,5,1,2,4,4,6,0,6,0,641,641,2,3,2,5,1047,0,0,1047,0,0,1,0,2,1,4,6,7,0,3,6,1954,3,1,273,2,2,1,0,0,0,0,0,0,1,3,3,450,8,2007,9,5,11.5129254649702
20,5,50,6000,2,1,4,4,1,5,1,18,3,3,1,3,5,5,1948,1950,2,2,13,14,3,0,4,5,2,4,4,4,1,104,2,169,516,789,2,1,2,5,789,0,0,789,0,0,1,0,2,1,4,5,7,0,3,6,1948,3,1,250,5,5,3,0,0,0,0,0,0,1,3,3,0,4,2008,9,6,11.6526874073454
50,5,85,8500,2,1,4,4,1,1,1,10,1,3,1,1,5,7,1919,2005,2,2,6,6,3,0,4,5,2,4,4,4,6,0,6,0,793,793,3,5,1,2,997,520,0,1517,0,0,2,0,3,1,2,7,7,0,3,2,1978.1134057971,3,0,0,5,5,1,0,0,144,0,0,0,1,3,3,0,8,2007,9,5,11.6526874073454
20,4,105,11751,2,1,1,4,1,5,1,17,3,3,1,3,6,6,1977,1977,4,2,10,11,2,480,4,5,2,3,4,4,2,705,6,0,1139,1844,2,1,2,5,1844,0,0,1844,0,0,2,0,3,1,4,7,7,1,5,2,1977,2,2,546,5,5,3,0,122,0,0,0,0,1,3,3,0,1,2010,1,5,12.1547793511426
50,4,75,9525,2,1,4,4,1,5,1,8,3,3,1,1,6,4,1954,1972,2,2,14,15,3,0,4,5,2,4,1,4,5,444,6,0,550,994,2,3,2,5,1216,639,0,1855,0,0,2,0,4,1,4,7,7,0,3,2,1954,3,1,325,5,5,3,182,0,0,0,0,0,1,3,3,0,10,2006,9,5,11.8270060112765
80,4,69.3057953144266,7750,2,1,1,4,1,5,1,9,3,3,1,8,7,5,2000,2000,2,2,13,14,3,0,4,5,3,3,4,4,3,250,6,0,134,384,2,1,2,5,774,656,0,1430,0,0,2,1,3,1,4,7,7,1,5,4,2000,1,2,400,5,5,3,180,0,0,0,0,0,1,3,3,0,4,2010,9,5,12.1007121298723
60,4,77,9965,2,1,4,4,1,5,1,6,3,3,1,6,7,5,2007,2007,2,2,13,14,4,220,3,5,3,1,4,1,3,984,6,0,280,1264,2,1,2,5,1282,1414,0,2696,1,0,2,1,4,1,1,10,7,1,3,4,2007,1,3,792,5,5,3,120,184,0,0,168,0,1,3,3,0,10,2007,7,6,12.8583197035179
20,4,69.3057953144266,21000,2,1,4,1,1,1,1,7,3,3,1,3,6,5,1953,1953,4,2,14,15,2,184,4,3,2,3,4,3,1,35,5,869,905,1809,2,5,2,5,2259,0,0,2259,1,0,2,0,3,1,3,7,7,2,3,3,1953,3,2,450,5,5,3,166,120,192,0,0,0,1,3,3,0,10,2007,1,1,12.2876526325226
70,4,61,7259,2,1,1,4,1,5,2,7,3,3,1,6,6,8,1945,2002,3,2,14,15,3,0,4,5,2,4,4,4,1,774,4,150,104,1028,2,1,2,5,1436,884,0,2320,1,0,2,1,3,1,3,9,7,1,5,6,1945,3,1,180,5,5,3,224,0,0,0,0,0,1,3,3,0,7,2007,9,5,12.4665119815881
160,2,34,3230,2,2,4,4,1,1,1,21,3,3,5,6,6,5,1999,1999,2,2,9,9,2,1129,4,5,3,3,4,4,3,419,6,0,310,729,2,3,2,5,729,729,0,1458,0,0,2,1,2,1,4,5,7,1,2,6,1999,3,2,440,5,5,3,0,32,0,0,0,0,1,3,3,0,6,2007,9,5,12.0782392740203
20,4,69.3057953144266,11616,2,1,4,4,1,5,1,19,3,3,1,3,5,5,1962,1962,2,2,14,15,2,116,4,5,2,4,4,4,4,170,2,670,252,1092,2,5,2,5,1092,0,0,1092,0,1,1,0,3,1,4,6,7,1,4,2,1962,3,1,288,5,5,3,0,20,144,0,0,0,1,3,3,0,9,2009,9,5,11.8422292121128
20,4,74,8536,2,1,4,4,1,1,1,8,3,3,1,3,5,5,2006,2007,2,2,13,14,3,0,4,5,3,3,4,4,6,0,6,0,1125,1125,2,3,2,5,1125,0,0,1125,0,0,1,1,2,1,4,5,7,0,3,2,2007,3,2,430,5,5,3,80,64,0,0,0,0,1,3,3,0,4,2007,7,6,11.9511803959014
60,4,90,12376,2,1,4,4,1,1,1,20,3,3,1,6,7,5,1990,1990,4,2,10,11,3,0,4,5,3,3,4,3,3,1470,6,0,203,1673,2,3,2,5,1699,1523,0,3222,1,0,3,0,5,1,3,11,7,2,5,2,1990,3,3,594,5,5,3,367,0,0,0,0,0,1,3,3,0,5,2010,9,5,12.6760762747759
60,4,65,8461,2,1,4,4,1,5,1,6,3,3,1,6,6,5,2005,2006,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,728,728,2,1,2,5,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,3,2,2005,1,2,390,5,5,3,0,24,0,0,0,0,1,3,3,0,7,2006,7,6,12.0075607293375
80,4,69.3057953144266,21453,2,1,1,3,1,2,3,5,3,3,1,8,6,5,1969,1969,1,4,10,11,3,0,4,5,2,4,4,2,1,938,6,0,0,938,2,1,2,5,988,0,0,988,1,0,1,0,1,1,4,4,7,2,5,2,1969,3,2,540,5,5,3,0,130,0,130,0,0,1,3,3,0,10,2006,9,5,12.1007121298723
50,5,50,6060,2,1,4,4,1,5,1,10,3,3,1,1,4,5,1939,1950,2,2,1,1,3,0,4,5,3,4,4,4,6,0,6,0,732,732,2,3,2,5,772,351,0,1123,0,0,1,0,3,1,4,4,7,0,3,6,1979,3,1,264,5,5,2,0,0,140,0,0,0,1,3,3,0,6,2007,9,5,11.5129254649702
20,4,75,9464,2,1,4,4,1,1,1,13,3,3,1,3,6,7,1958,1958,4,2,9,9,2,135,4,3,2,4,4,4,2,570,6,0,510,1080,2,3,2,5,1080,0,0,1080,0,0,1,0,3,1,4,5,7,0,3,2,1958,3,1,288,5,5,3,0,0,0,0,130,0,1,3,3,0,6,2008,9,5,11.8204101647182
120,4,55,7892,2,1,4,4,1,5,1,20,3,3,5,3,6,5,1993,1993,2,2,10,11,3,0,3,5,3,3,4,4,3,300,6,0,899,1199,2,1,2,5,1199,0,0,1199,0,0,2,0,2,1,3,5,7,0,3,2,1993,2,2,530,5,5,3,0,63,0,0,0,0,1,3,3,0,3,2008,9,5,11.944058319827
20,4,48,17043,2,1,1,4,1,2,1,17,3,3,1,3,6,5,1979,1998,2,2,7,7,3,0,4,3,2,3,1,4,6,0,6,0,1362,1362,2,5,2,5,1586,0,0,1586,0,0,2,0,3,1,4,7,7,1,5,2,1979,3,2,435,5,5,3,192,0,0,0,0,0,1,3,3,0,1,2009,9,5,12.106252310248
190,5,60,6780,2,1,4,4,1,5,1,10,3,3,2,1,6,8,1935,1982,2,2,14,15,3,0,4,2,2,4,4,1,3,490,6,0,30,520,2,3,1,5,520,0,234,754,1,0,1,0,2,1,4,5,7,0,3,2,1978.1134057971,3,0,0,5,5,1,53,0,0,0,0,0,1,3,3,0,6,2006,9,5,11.3445068133453
120,4,69.3057953144266,4928,2,1,1,4,1,5,1,15,3,3,5,3,6,5,1976,1976,2,2,10,11,3,0,4,5,2,3,4,4,1,120,6,0,958,1078,2,5,2,5,958,0,0,958,0,0,2,0,2,1,4,5,7,1,5,2,1977,2,2,440,5,5,3,0,205,0,0,0,0,1,3,3,0,2,2007,9,5,11.7597855429018
45,5,55,4388,2,1,1,1,1,5,1,18,2,3,1,2,5,7,1930,1950,2,2,15,15,3,0,4,3,1,4,4,4,4,116,6,0,556,672,2,1,2,5,840,0,0,840,0,0,1,0,3,1,4,5,7,1,5,2,1978.1134057971,3,0,0,5,5,1,0,0,0,0,0,0,1,3,3,0,6,2007,9,5,11.3736633976367
60,4,69,7590,2,1,4,4,1,5,1,13,5,3,1,6,6,5,1966,1966,2,2,13,14,2,266,4,5,2,4,4,4,2,512,6,0,148,660,2,5,2,5,660,688,0,1348,0,0,1,1,3,1,4,6,7,1,2,2,1966,2,2,453,5,5,3,188,108,0,0,0,0,1,3,3,0,7,2006,9,5,11.9511803959014
20,4,69,8973,2,1,4,4,1,5,1,13,3,3,1,3,5,7,1958,1991,2,2,10,11,2,85,4,5,2,4,4,4,5,567,2,28,413,1008,2,5,2,1,1053,0,0,1053,0,1,1,1,3,1,1,6,7,0,3,1,1998,2,2,750,5,5,3,0,80,0,180,0,0,1,4,3,0,7,2006,9,1,11.9183905730784
60,4,88,14200,2,1,4,4,1,1,1,13,3,3,1,6,7,6,1966,1966,2,2,9,9,2,309,4,5,2,4,4,4,5,445,6,0,479,924,2,1,2,5,1216,941,0,2157,0,0,2,1,4,1,3,8,7,2,3,2,1966,1,2,487,5,5,3,105,66,0,0,0,0,1,1,3,0,5,2006,9,5,12.3282902782544
60,4,69.3057953144266,12224,2,1,1,4,1,1,1,9,3,3,1,6,6,5,2000,2000,2,2,13,14,2,40,3,5,3,3,4,4,3,695,6,0,297,992,2,1,2,5,1022,1032,0,2054,1,0,2,1,3,1,3,7,7,1,5,4,2000,2,2,390,5,5,3,24,48,0,0,0,0,1,3,3,0,7,2009,9,5,12.4049235042753
20,4,75,7388,2,1,4,4,1,1,1,13,3,3,1,3,5,6,1959,2002,2,2,9,9,3,0,4,5,2,4,4,4,5,405,6,0,658,1063,2,3,2,5,1327,0,0,1327,1,0,1,0,3,1,3,7,7,0,3,6,1974,3,2,624,5,5,3,0,0,0,0,0,0,1,3,3,0,7,2007,9,5,11.9233781145894
20,4,69.3057953144266,6853,2,1,1,4,1,5,1,24,3,3,1,3,8,5,2001,2002,2,2,13,14,2,136,3,5,3,1,4,4,3,1005,6,0,262,1267,2,1,2,5,1296,0,0,1296,1,0,2,0,2,1,3,6,7,0,3,2,2001,1,2,471,5,5,3,192,25,0,0,0,0,1,3,3,0,6,2009,9,5,12.3013828253345
20,4,78,10335,2,1,1,4,1,5,1,19,3,3,1,3,5,6,1968,1993,2,2,10,11,3,0,4,5,2,4,4,4,5,570,6,0,891,1461,2,3,2,5,1721,0,0,1721,0,0,2,1,3,1,4,7,3,1,5,2,1968,2,2,440,5,5,3,0,96,180,0,0,0,1,3,3,0,7,2006,9,5,12.1007121298723
20,4,80,10400,2,1,4,4,1,5,1,17,3,3,1,3,7,6,1970,1970,4,2,10,11,2,288,4,5,3,4,4,4,6,0,6,0,1304,1304,2,3,2,5,1682,0,0,1682,0,0,2,0,3,1,4,7,7,1,3,2,1970,3,2,530,5,5,3,98,0,0,0,0,0,1,3,3,0,5,2008,9,5,12.0668105781967
20,4,69.3057953144266,10355,2,1,1,4,1,1,1,13,3,3,1,3,5,5,1967,1967,2,2,9,9,2,196,4,5,2,4,4,4,2,695,6,0,519,1214,2,5,2,5,1214,0,0,1214,0,0,2,0,3,1,4,5,7,1,2,2,1967,2,1,318,5,5,3,0,111,0,0,0,0,1,3,3,0,7,2007,9,5,11.870599909242
90,4,82,11070,2,1,4,4,1,5,1,12,3,3,3,3,7,5,1988,1989,2,2,13,14,2,70,4,5,2,4,4,4,6,0,6,0,1907,1907,2,3,2,5,1959,0,0,1959,0,0,3,0,5,2,4,9,7,0,3,1,1989,3,3,766,5,5,3,0,0,0,0,0,0,1,3,3,0,7,2006,9,4,12.0494188354848
60,4,73,9066,2,1,1,4,1,5,1,6,3,3,1,6,8,5,1999,2000,2,2,13,14,2,320,3,5,3,3,4,3,3,668,6,0,336,1004,2,1,2,5,1004,848,0,1852,0,0,2,1,3,1,3,7,7,2,5,2,1999,1,3,660,5,5,3,224,106,0,0,0,0,1,1,3,0,12,2008,9,5,12.3458345879053
60,4,65,15426,2,1,1,4,1,5,1,6,3,3,1,6,6,5,1997,1997,2,2,13,14,3,0,4,5,3,3,4,4,3,821,6,0,107,928,2,1,2,5,928,836,0,1764,1,0,2,1,3,1,3,7,7,0,3,2,1997,2,2,470,5,5,3,276,99,0,0,0,0,1,3,3,0,8,2009,9,5,12.3523351525084
20,4,70,10500,2,1,4,4,1,3,1,13,3,3,1,3,4,5,1971,1971,2,2,7,7,3,0,4,5,2,4,4,4,1,432,6,0,432,864,2,5,2,5,864,0,0,864,0,0,1,0,3,1,4,5,7,1,4,2,1978.1134057971,3,0,0,5,5,3,0,0,0,0,0,0,1,3,3,0,4,2010,4,5,11.6526874073454
20,4,78,11645,2,1,4,4,1,5,1,6,3,3,1,3,7,5,2005,2005,2,2,13,14,3,0,3,5,3,3,4,1,3,1300,6,0,434,1734,2,1,2,5,1734,0,0,1734,1,0,2,0,3,1,3,7,7,0,3,2,2005,1,2,660,5,5,3,160,24,0,0,0,0,1,3,3,0,1,2006,9,5,12.4684369099977
50,4,71,8520,2,1,4,4,1,1,1,13,1,3,1,1,5,4,1952,1952,2,2,4,15,3,0,4,2,2,4,4,4,5,507,6,0,403,910,2,2,2,5,910,475,0,1385,0,0,2,0,4,1,4,6,7,0,3,6,2000,3,2,720,5,5,3,0,0,0,0,0,0,1,3,3,0,6,2010,9,5,12.0197430673387
20,4,78,10335,2,1,1,4,1,5,1,6,3,3,1,3,7,5,1999,1999,2,2,13,14,2,183,3,5,3,3,4,2,3,679,6,0,811,1490,2,1,2,5,1501,0,0,1501,1,0,2,0,3,1,3,6,7,0,3,2,1999,2,2,577,5,5,3,144,29,0,0,0,0,1,3,3,0,6,2009,9,5,12.2258752728264
90,5,70,9100,2,1,4,4,1,5,1,19,6,3,3,3,5,5,1963,1963,2,2,7,7,2,336,4,5,2,4,4,4,5,1332,6,0,396,1728,2,5,2,5,1728,0,0,1728,1,0,2,0,6,2,4,10,7,0,3,6,1963,3,2,504,5,5,3,0,0,0,0,0,0,1,3,3,0,11,2006,4,1,11.7360690162844
160,5,24,2522,2,1,4,4,1,5,1,8,3,3,4,6,6,5,2004,2006,2,2,13,14,4,50,3,5,3,3,4,4,6,0,6,0,970,970,2,1,2,5,970,739,0,1709,0,0,2,0,3,1,3,7,1,0,3,6,2004,3,2,380,5,5,3,0,40,0,0,0,0,1,3,3,0,4,2006,9,5,11.7752897294377
30,5,51,6120,2,1,4,4,1,1,1,4,3,3,1,3,5,7,1931,1993,2,2,14,15,3,0,4,5,1,4,4,4,2,209,6,0,506,715,2,5,2,1,875,0,0,875,1,0,1,0,2,1,4,5,7,0,3,6,1931,3,1,180,2,5,3,48,0,0,0,0,0,1,3,3,0,11,2009,9,5,11.5617156291397
60,4,69.3057953144266,9505,2,1,1,4,1,2,1,9,3,3,1,6,7,5,2001,2001,2,2,13,14,2,180,3,5,3,3,4,4,6,0,6,0,884,884,2,1,2,5,884,1151,0,2035,0,0,2,1,3,1,3,8,7,1,3,4,2001,1,2,434,5,5,3,144,48,0,0,0,0,1,3,3,0,5,2010,9,5,12.3126823805884
20,4,63,7500,2,1,4,4,1,5,1,20,3,3,1,3,7,5,2004,2005,2,2,13,14,2,120,4,5,3,3,4,4,3,680,6,0,400,1080,2,1,2,5,1080,0,0,1080,1,0,1,0,3,1,3,6,7,0,3,2,1978.1134057971,3,0,0,5,5,3,0,0,0,0,0,0,1,3,3,0,4,2008,9,5,11.8565151693603
